boat_id,time_now,latitude,longitude,wind_velocity,temperature,heading,acceleration_x,acceleration_y,acceleration_z
B16,2025-02-04T11:41:22.500346Z,37.87186337872534,-122.36919429461247,32.54,11.38,24.72,0.911,-0.066,-1.841
B16,2025-02-04T11:41:23.500346Z,37.85850101964913,-122.37865297717877,142.85,10.56,76.37,1.82,-0.36,0.786
B16,2025-02-04T11:41:24.500346Z,37.866719752696284,-122.36457848315453,101.68,-1.12,178.76,-0.358,-0.841,-1.169
B16,2025-02-04T11:41:25.500346Z,37.86515129430392,-122.36857337692287,63.87,1.88,226.62,0.194,-1.332,-1.53
B16,2025-02-04T11:41:26.500346Z,37.861149604807586,-122.3721001357927,95.85,-3.2,151.19,-1.211,0.069,0.49
B16,2025-02-04T11:41:27.500346Z,37.86580568092372,-122.36417884829481,7.15,1.37,323.92,-1.162,-0.32,0.218
B16,2025-02-04T11:41:28.500346Z,37.86949017571766,-122.3685255083749,113.86,-3.48,159.2,1.419,-0.258,0.93
B16,2025-02-04T11:41:29.500346Z,37.873845088951164,-122.37035646330618,67.2,-3.56,231.05,-1.25,1.138,1.52
B16,2025-02-04T11:41:30.500346Z,37.86892617257279,-122.3673510504009,82.77,31.14,128.36,0.616,-0.925,-1.862
B16,2025-02-04T11:41:31.500346Z,37.86339939391466,-122.36179678643761,59.4,20.84,104.78,-0.626,1.768,-0.73
B16,2025-02-04T11:41:32.500346Z,37.87754717368269,-122.36995283617514,85.98,3.02,321.46,1.309,-1.983,1.612
B16,2025-02-04T11:41:33.500346Z,37.876999744254945,-122.37043816286295,129.63,5.96,299.33,-1.636,1.331,0.969
B16,2025-02-04T11:41:34.500346Z,37.867549833651964,-122.36943132808828,64.06,9.76,150.17,0.995,0.123,-0.641
B16,2025-02-04T11:41:35.500346Z,37.872403068704415,-122.3771177829911,15.4,8.06,346.34,0.027,-0.791,1.121
B16,2025-02-04T11:41:36.500346Z,37.877332794796025,-122.37919103893331,144.33,24.73,191.38,0.471,0.105,-1.901
B16,2025-02-04T11:41:37.500346Z,37.870134358389116,-122.37033181182589,133.53,18.77,252.55,-1.165,-1.831,-1.449
B16,2025-02-04T11:41:38.500346Z,37.859615463732574,-122.3662452549857,18.03,36.7,314.17,-0.543,-1.887,0.117
B16,2025-02-04T11:41:39.500346Z,37.874853465523096,-122.36959829628121,112.4,16.48,343.66,-1.205,-1.22,1.137
B16,2025-02-04T11:41:40.500346Z,37.87058342289953,-122.38055971277552,103.53,8.17,333.5,1.112,-1.056,-1.979
B16,2025-02-04T11:41:41.500346Z,37.85986703882337,-122.37843023670204,139.44,21.37,233.81,-0.658,-1.346,1.156
B16,2025-02-04T11:41:42.500346Z,37.8688594905154,-122.37202302026846,95.92,7.22,212.4,-0.249,1.701,1.321
B16,2025-02-04T11:41:43.500346Z,37.86590620752854,-122.36532504316723,6.47,14.94,46.5,-0.137,-0.85,-0.51
B16,2025-02-04T11:41:44.500346Z,37.873972253093534,-122.37293141299239,106.36,-2.37,114.26,-0.627,-0.778,-0.503
B16,2025-02-04T11:41:45.500346Z,37.86664083030012,-122.3769504266456,116.75,20.28,207.02,-1.134,0.231,0.582
B16,2025-02-04T11:41:46.500346Z,37.87385711090035,-122.36129697576717,2.16,-5.6,228.73,1.924,1.346,0.345
B16,2025-02-04T11:41:47.500346Z,37.86903774111529,-122.36943939722657,70.57,-6.61,257.54,-1.753,1.78,-1.157
B16,2025-02-04T11:41:48.500346Z,37.87589890526773,-122.37030393791451,118.34,6.4,320.45,1.164,-0.209,1.026
B16,2025-02-04T11:41:49.500346Z,37.858998106895235,-122.37581931336494,30.14,-2.81,104.9,-1.101,0.367,0.293
B16,2025-02-04T11:41:50.500346Z,37.877674414427936,-122.37468008360301,83.34,35.62,282.93,1.636,-1.635,0.635
B16,2025-02-04T11:41:51.500346Z,37.86349873694578,-122.37376976876304,14.29,29.69,356.94,-0.511,-1.525,1.492
B16,2025-02-04T11:41:52.500346Z,37.86673986783443,-122.37533383711873,82.84,36.98,239.62,-0.959,-0.22,1.098
B16,2025-02-04T11:41:53.500346Z,37.8714353094029,-122.37605398680871,5.5,27.26,252.34,0.191,1.908,-0.896
B16,2025-02-04T11:41:54.500346Z,37.871295696021114,-122.36344586249923,63.7,19.45,187.96,-0.712,0.413,1.421
B16,2025-02-04T11:41:55.500346Z,37.867552965254426,-122.36652630795274,142.59,6.93,153.51,1.43,0.975,1.347
B16,2025-02-04T11:41:56.500346Z,37.86071079200778,-122.37792060360137,4.51,38.12,252.52,-0.11,1.879,-1.854
B16,2025-02-04T11:41:57.500346Z,37.87397462293262,-122.37767545120948,10.12,31.45,287.18,0.161,1.898,-1.488
B16,2025-02-04T11:41:58.500346Z,37.87019901304756,-122.37623275556818,46.04,19.29,303.16,-1.44,0.505,0.402
B16,2025-02-04T11:41:59.500346Z,37.85897018794876,-122.37619207491454,148.48,2.6,22.86,0.137,-1.718,0.006
B16,2025-02-04T11:42:00.500346Z,37.87243049487168,-122.37370690874364,48.53,12.34,162.45,1.54,1.106,-1.995
B16,2025-02-04T11:42:01.500346Z,37.86545453516063,-122.37836022223502,119.98,33.85,221.6,1.391,0.807,1.077
B16,2025-02-04T11:42:02.500346Z,37.87053638566659,-122.36371494482404,85.44,21.61,25.89,-0.776,0.855,0.722
B16,2025-02-04T11:42:03.500346Z,37.86967794441054,-122.36545889796886,58.83,-6.2,230.75,-1.894,1.813,0.361
B16,2025-02-04T11:42:04.500346Z,37.8679558301842,-122.36875530998411,77.22,-2.31,189.86,-1.556,-0.224,0.102
B16,2025-02-04T11:42:05.500346Z,37.86401378500545,-122.37325082156144,92.12,22.73,235.5,1.11,-0.032,-1.353
B16,2025-02-04T11:42:06.500346Z,37.86275144824624,-122.37063261525763,62.83,36.32,236.03,1.396,-1.412,-1.934
B16,2025-02-04T11:42:07.500346Z,37.87277309815269,-122.36614002313202,146.74,35.99,288.86,-0.311,-0.351,-1.888
B16,2025-02-04T11:42:08.500346Z,37.863780610016164,-122.36116570994976,70.95,0.14,146.21,-1.386,-1.269,1.737
B16,2025-02-04T11:42:09.500346Z,37.861400307757016,-122.36584816847278,83.1,29.12,144.69,1.458,-0.844,-0.378
B16,2025-02-04T11:42:10.500346Z,37.86370322983814,-122.37710987463072,9.29,2.15,349.81,1.13,-1.202,0.208
B16,2025-02-04T11:42:11.500346Z,37.87572646649493,-122.3800717940527,149.44,-6.36,321.91,-1.133,-0.206,-0.711
B16,2025-02-04T11:42:12.500346Z,37.86515893889772,-122.37157943800764,138.11,24.07,110.54,-1.972,1.821,-1.6
B16,2025-02-04T11:42:13.500346Z,37.86151294145875,-122.36736416193635,23.46,21.05,352.69,1.094,1.92,-0.211
B16,2025-02-04T11:42:14.500346Z,37.874607195559214,-122.36277795869074,147.51,1.67,238.17,1.757,-0.618,-0.629
B16,2025-02-04T11:42:15.500346Z,37.869841046626966,-122.3717240956778,19.63,-4.36,119.29,-1.858,1.38,1.489
B16,2025-02-04T11:42:16.500346Z,37.85862422387401,-122.37171406910305,63.29,39.1,45.63,-1.885,1.068,-0.295
B16,2025-02-04T11:42:17.500346Z,37.86145842610708,-122.37874947283011,92.92,24.01,64.83,-0.134,1.746,1.417
B16,2025-02-04T11:42:18.500346Z,37.871030360571005,-122.38099425762108,117.45,21.46,253.72,0.4,0.086,-0.162
B16,2025-02-04T11:42:19.500346Z,37.87218381336889,-122.36837188729193,87.36,-0.71,65.06,-0.359,-0.833,-0.119
B16,2025-02-04T11:42:20.500346Z,37.87696987871622,-122.37278913107514,124.55,-0.32,46.54,0.161,-1.24,1.576
B16,2025-02-04T11:42:21.500346Z,37.860235199582704,-122.3687325683507,57.0,9.41,112.32,0.068,-1.372,-0.624
B16,2025-02-04T11:42:22.500346Z,37.87332448843481,-122.36535608695955,85.93,26.84,170.34,0.813,1.029,1.247
B16,2025-02-04T11:42:23.500346Z,37.86283863440691,-122.36936531308956,82.73,29.17,127.6,-0.773,0.456,-1.502
B16,2025-02-04T11:42:24.500346Z,37.86970687160852,-122.37878545334083,58.33,31.81,177.95,-0.719,1.806,-1.715
B16,2025-02-04T11:42:25.500346Z,37.87483570772418,-122.38037954931545,8.41,16.6,315.32,0.403,-0.3,-0.058
B16,2025-02-04T11:42:26.500346Z,37.8749582633319,-122.369745871775,71.92,15.77,186.67,-1.645,-1.2,0.91
B16,2025-02-04T11:42:27.500346Z,37.863909563069406,-122.37730708026496,75.25,10.02,198.75,-1.559,-0.195,-0.071
B16,2025-02-04T11:42:28.500346Z,37.87441696247858,-122.367784168717,34.82,-1.95,243.4,1.478,-1.28,-1.831
B16,2025-02-04T11:42:29.500346Z,37.86157007224919,-122.37404317511685,102.79,-1.81,228.92,0.575,-1.387,1.3
B16,2025-02-04T11:42:30.500346Z,37.87557224811013,-122.36726244713688,23.79,31.14,111.6,1.332,0.307,0.902
B16,2025-02-04T11:42:31.500346Z,37.86400160809167,-122.36895817854743,64.54,32.55,42.08,-1.113,0.22,1.881
B16,2025-02-04T11:42:32.500346Z,37.8707270545892,-122.36510796485557,140.75,15.91,153.89,-0.644,-0.784,0.487
B16,2025-02-04T11:42:33.500346Z,37.87517503752633,-122.36653021658663,141.13,12.45,295.93,-1.221,-0.137,1.454
B16,2025-02-04T11:42:34.500346Z,37.86854184314291,-122.36998136873395,11.38,16.64,80.86,0.139,0.807,-1.35
B16,2025-02-04T11:42:35.500346Z,37.86703735792721,-122.36358061519186,145.49,30.15,348.53,1.994,1.491,-1.386
B16,2025-02-04T11:42:36.500346Z,37.86287637694757,-122.37471063880587,7.53,18.78,6.95,-1.14,1.379,-1.787
B16,2025-02-04T11:42:37.500346Z,37.86941351758321,-122.36785688459807,68.6,15.92,89.17,1.023,-0.254,0.056
B16,2025-02-04T11:42:38.500346Z,37.8742647768836,-122.3735252321706,127.61,9.39,131.67,1.701,-0.321,-1.43
B17,2025-02-04T11:40:59.500346Z,37.87206791724996,-122.36963861150018,50.8,-1.41,246.05,1.954,0.926,-1.696
B17,2025-02-04T11:41:00.500346Z,37.86927028624858,-122.36555170785103,33.64,20.26,65.17,-0.711,-0.507,0.982
B17,2025-02-04T11:41:01.500346Z,37.8691417230477,-122.3633702365078,76.38,3.55,237.14,0.268,0.92,-0.237
B17,2025-02-04T11:41:02.500346Z,37.86955391861752,-122.36291617449395,143.28,39.44,71.58,-0.474,-0.3,-0.13
B17,2025-02-04T11:41:03.500346Z,37.86838024251628,-122.36383657451982,6.02,13.22,261.36,0.745,-0.989,0.497
B17,2025-02-04T11:41:04.500346Z,37.87309182609401,-122.37776938590287,128.96,30.33,115.05,-0.393,-1.31,-0.339
B17,2025-02-04T11:41:05.500346Z,37.87488765212391,-122.37023968005428,88.92,34.65,203.0,0.62,0.127,-0.029
B17,2025-02-04T11:41:06.500346Z,37.872068124963825,-122.37670364464746,98.57,29.34,231.03,1.481,1.132,-0.473
B17,2025-02-04T11:41:07.500346Z,37.87497890398089,-122.3731571931107,20.96,23.36,129.49,-0.597,-1.23,1.877
B17,2025-02-04T11:41:08.500346Z,37.85842520558409,-122.3621776154422,16.63,30.24,198.55,-1.068,-0.586,-1.904
B17,2025-02-04T11:41:09.500346Z,37.87445245178379,-122.37628365308541,94.55,20.33,61.33,-0.56,-0.091,-1.483
B17,2025-02-04T11:41:10.500346Z,37.8697790237909,-122.36965222134872,147.12,30.94,3.27,-1.053,1.315,1.88
B17,2025-02-04T11:41:11.500346Z,37.87295017885993,-122.37658065738121,109.44,32.03,252.0,-1.784,1.128,-0.981
B17,2025-02-04T11:41:12.500346Z,37.86551617617374,-122.37492829657094,14.3,10.95,203.75,-0.768,0.229,1.987
B17,2025-02-04T11:41:13.500346Z,37.86091588657584,-122.37745722566187,131.3,32.72,201.67,-1.172,0.373,0.778
B17,2025-02-04T11:41:14.500346Z,37.878120976870484,-122.36920445479116,121.7,17.03,81.23,-0.35,1.57,0.581
B17,2025-02-04T11:41:15.500346Z,37.861735726030936,-122.37885005543419,87.13,29.93,231.11,-0.175,0.922,0.466
B17,2025-02-04T11:41:16.500346Z,37.86261163249304,-122.37610667151235,108.72,13.77,350.14,1.519,-0.837,-1.205
B17,2025-02-04T11:41:17.500346Z,37.85894244145817,-122.36727821442177,149.16,7.07,203.37,0.268,1.904,-0.088
B17,2025-02-04T11:41:18.500346Z,37.876994552448984,-122.37042504950928,44.02,5.62,351.72,-1.054,1.503,-0.189
B17,2025-02-04T11:41:19.500346Z,37.866250415016744,-122.37121390920314,34.76,20.11,358.54,1.658,0.711,-1.351
B17,2025-02-04T11:41:20.500346Z,37.85987432000461,-122.36744831944506,131.27,33.4,194.85,-1.283,-1.858,-0.191
B17,2025-02-04T11:41:21.500346Z,37.86551004991879,-122.38063902844813,123.15,20.55,78.13,-1.798,-1.376,-0.903
B17,2025-02-04T11:41:22.500346Z,37.878073745061315,-122.38044372308902,27.99,30.35,39.19,0.739,-0.661,0.268
B17,2025-02-04T11:41:23.500346Z,37.867633201022635,-122.37722558308201,140.71,32.37,158.23,1.979,-1.507,-0.133
B17,2025-02-04T11:41:24.500346Z,37.86305685047593,-122.36587290778793,129.88,-5.16,54.2,1.075,1.238,-1.458
B17,2025-02-04T11:41:25.500346Z,37.87363197194344,-122.37819712809258,24.73,33.23,304.13,-0.652,-1.631,1.707
B17,2025-02-04T11:41:26.500346Z,37.865669968904534,-122.36499137108483,115.1,5.33,5.04,1.177,-0.4,0.686
B17,2025-02-04T11:41:27.500346Z,37.8607879083427,-122.37994901627584,28.35,34.53,144.57,1.893,-0.398,0.656
B17,2025-02-04T11:41:28.500346Z,37.87808377675925,-122.3750965061826,118.63,-0.63,176.39,-0.127,1.408,-0.352
B17,2025-02-04T11:41:29.500346Z,37.875731645578384,-122.37404282812227,70.67,10.23,193.03,1.836,-0.686,-0.748
B17,2025-02-04T11:41:30.500346Z,37.86790322783373,-122.37857093817053,125.58,18.36,245.41,0.14,-0.945,-1.403
B17,2025-02-04T11:41:31.500346Z,37.85909224231269,-122.37531311202648,83.09,19.59,281.84,-1.189,-1.692,1.759
B17,2025-02-04T11:41:32.500346Z,37.860257809714625,-122.37972252958878,48.42,-2.9,11.22,0.758,1.435,0.474
B17,2025-02-04T11:41:33.500346Z,37.87700530397256,-122.3703623234429,53.91,-5.73,74.85,0.377,-1.352,1.188
B17,2025-02-04T11:41:34.500346Z,37.87670162200419,-122.38063605235233,89.82,-0.86,283.58,0.286,-1.697,0.484
B17,2025-02-04T11:41:35.500346Z,37.86066660670756,-122.36305350655046,30.54,7.55,146.96,-1.806,0.75,-1.836
B17,2025-02-04T11:41:36.500346Z,37.86719716172687,-122.38028344890387,15.69,31.15,39.99,-0.946,1.428,1.513
B17,2025-02-04T11:41:37.500346Z,37.8664727177257,-122.36753782979332,16.54,-9.3,164.51,-0.527,0.321,-1.147
B17,2025-02-04T11:41:38.500346Z,37.87287747148323,-122.37413156590023,30.72,39.34,282.09,1.53,1.826,-1.613
B17,2025-02-04T11:41:39.500346Z,37.874509163738985,-122.3711813627995,19.98,-2.43,268.45,1.513,0.475,0.885
B17,2025-02-04T11:41:40.500346Z,37.85909718759513,-122.36929313408213,43.78,37.94,354.05,-1.504,1.648,-1.098
B17,2025-02-04T11:41:41.500346Z,37.878195961687695,-122.36479733425284,92.91,39.38,204.19,1.174,-0.372,-0.156
B17,2025-02-04T11:41:42.500346Z,37.86800225545641,-122.37219927968796,20.07,-9.32,105.05,0.883,1.295,0.089
B17,2025-02-04T11:41:43.500346Z,37.86025713707326,-122.36627586102784,44.53,32.74,357.34,0.585,-0.07,1.128
B17,2025-02-04T11:41:44.500346Z,37.878286077040535,-122.36325662333867,45.52,35.33,12.96,-1.916,-0.222,-1.261
B17,2025-02-04T11:41:45.500346Z,37.87242222918771,-122.37797221899712,62.65,33.33,192.96,-0.258,1.419,-0.487
B17,2025-02-04T11:41:46.500346Z,37.86819148555753,-122.37152758705098,2.76,32.37,278.41,0.831,-1.363,-1.765
B17,2025-02-04T11:41:47.500346Z,37.87673772677497,-122.37060022845436,117.99,27.98,327.81,-0.799,0.24,-0.705
B17,2025-02-04T11:41:48.500346Z,37.87032009987819,-122.37067054889609,11.14,37.85,346.58,1.612,-1.923,0.015
B17,2025-02-04T11:41:49.500346Z,37.862183741440546,-122.3670542347754,78.67,38.28,123.71,1.04,-1.953,1.662
B17,2025-02-04T11:41:50.500346Z,37.87742994485988,-122.37411105090483,22.0,30.76,31.53,-0.778,1.803,-1.897
B17,2025-02-04T11:41:51.500346Z,37.86780214251227,-122.36737525944625,136.59,20.82,83.08,1.133,-1.945,-0.504
B17,2025-02-04T11:41:52.500346Z,37.87402383698698,-122.38002927953062,20.52,-3.74,265.73,1.283,-1.576,-1.128
B17,2025-02-04T11:41:53.500346Z,37.859907249856796,-122.37915483200172,79.6,20.29,55.32,-0.66,1.813,-0.26
B17,2025-02-04T11:41:54.500346Z,37.85998550675619,-122.37424134358673,78.77,-7.15,37.94,1.225,-0.031,-1.976
B17,2025-02-04T11:41:55.500346Z,37.85921191298445,-122.37786073543957,39.2,6.32,44.39,0.304,0.515,-0.835
B17,2025-02-04T11:41:56.500346Z,37.87011159188482,-122.37629974318959,26.22,-5.04,195.33,-1.427,-0.688,-0.383
B17,2025-02-04T11:41:57.500346Z,37.8594746417294,-122.37296591879159,132.4,13.7,217.8,-1.923,1.388,-0.005
B17,2025-02-04T11:41:58.500346Z,37.86990123499555,-122.36444682606289,99.4,-7.62,293.7,-1.912,1.762,-0.972
B17,2025-02-04T11:41:59.500346Z,37.8685752425054,-122.36645143837833,45.91,23.94,238.87,-0.161,0.735,-1.867
B17,2025-02-04T11:42:00.500346Z,37.85909519448723,-122.37578271854922,5.25,-4.17,18.0,1.622,1.093,1.955
B17,2025-02-04T11:42:01.500346Z,37.86439906444499,-122.37182234449335,142.2,20.14,39.12,0.19,-1.958,0.377
B17,2025-02-04T11:42:02.500346Z,37.87652798897359,-122.37724987188318,8.58,9.11,0.99,1.142,0.126,-0.66
B17,2025-02-04T11:42:03.500346Z,37.86651627777524,-122.37278629711906,138.57,-2.04,172.41,1.049,0.243,-0.507
B17,2025-02-04T11:42:04.500346Z,37.86815433575786,-122.37186809902397,22.88,22.04,227.5,1.331,-1.145,0.493
B17,2025-02-04T11:42:05.500346Z,37.86047490666265,-122.3643089157164,64.85,-4.07,297.22,-1.375,-0.815,0.519
B17,2025-02-04T11:42:06.500346Z,37.86847298984976,-122.36813217701672,102.95,9.23,229.62,0.794,-0.419,1.915
B17,2025-02-04T11:42:07.500346Z,37.86359106829501,-122.3793402328755,110.42,37.96,16.38,1.675,-0.067,1.688
B17,2025-02-04T11:42:08.500346Z,37.86543650464201,-122.37613279330209,6.02,2.28,175.92,1.0,0.668,0.125
B17,2025-02-04T11:42:09.500346Z,37.87682102698667,-122.37858228320346,117.32,27.53,82.33,-1.263,1.522,1.421
B17,2025-02-04T11:42:10.500346Z,37.87132458438112,-122.36180781028902,98.32,22.68,308.04,1.021,1.7,1.232
B17,2025-02-04T11:42:11.500346Z,37.871385878295406,-122.37806660518297,34.13,26.36,172.19,1.208,-0.289,1.1
B17,2025-02-04T11:42:12.500346Z,37.870297953612265,-122.3690395532111,69.46,0.69,51.56,-0.413,1.818,0.199
B17,2025-02-04T11:42:13.500346Z,37.867401820233916,-122.3702317447428,109.73,1.05,51.41,1.568,-0.093,-0.454
B17,2025-02-04T11:42:14.500346Z,37.86644906613788,-122.3793445685621,102.93,38.44,227.87,-1.824,0.801,0.302
B17,2025-02-04T11:42:15.500346Z,37.86153817292199,-122.38067787750992,140.81,2.16,46.99,-1.011,0.733,-0.523
B17,2025-02-04T11:42:16.500346Z,37.86479773080397,-122.37292651707176,78.88,-0.34,255.89,-0.956,0.278,0.472
B17,2025-02-04T11:42:17.500346Z,37.859043481748245,-122.37717463106301,117.9,9.24,127.71,0.572,-1.331,-1.3
B17,2025-02-04T11:42:18.500346Z,37.866736290615336,-122.36306447742082,108.82,28.59,5.15,-0.507,-0.986,-1.718
B17,2025-02-04T11:42:19.500346Z,37.8777564814657,-122.36484505399073,146.57,-3.55,317.67,1.135,-0.947,-0.317
B17,2025-02-04T11:42:20.500346Z,37.86517390840991,-122.36734871298502,147.97,-9.2,44.14,1.581,-0.265,-1.531
B17,2025-02-04T11:42:21.500346Z,37.870100704857784,-122.36951093193497,4.99,14.61,23.25,1.869,0.268,0.5
B17,2025-02-04T11:42:22.500346Z,37.86986686793209,-122.37650503986364,144.27,-2.91,289.84,-0.84,1.416,0.276
B17,2025-02-04T11:42:23.500346Z,37.872786458895646,-122.36912941957607,99.56,-7.06,286.78,0.354,-1.385,-1.291
B17,2025-02-04T11:42:24.500346Z,37.869650596196124,-122.37988399760249,136.84,0.79,131.81,1.947,-1.818,1.245
B17,2025-02-04T11:42:25.500346Z,37.87370647834133,-122.37045392042242,37.22,0.45,202.46,0.171,-0.31,1.59
B17,2025-02-04T11:42:26.500346Z,37.86946228832679,-122.36650420638541,9.29,22.91,323.67,-0.723,0.889,1.088
B17,2025-02-04T11:42:27.500346Z,37.874109589289446,-122.37857290456225,45.21,21.4,122.68,-0.529,0.921,0.154
B17,2025-02-04T11:42:28.500346Z,37.87404772061744,-122.37028651042884,14.93,34.17,184.59,-1.379,1.009,-0.283
B17,2025-02-04T11:42:29.500346Z,37.87821900435314,-122.37252847018601,121.26,-2.29,286.47,1.382,-0.737,0.54
B17,2025-02-04T11:42:30.500346Z,37.87035837252477,-122.36196182040858,1.62,34.38,219.04,1.556,-0.617,1.792
B17,2025-02-04T11:42:31.500346Z,37.86504246656027,-122.3619361782119,36.41,20.55,268.44,1.386,1.693,-1.426
B17,2025-02-04T11:42:32.500346Z,37.875968646434735,-122.37085273469032,119.33,15.62,150.82,-1.405,0.615,-0.688
B17,2025-02-04T11:42:33.500346Z,37.87104275289266,-122.37088917709201,83.64,30.7,233.97,0.468,0.935,-1.451
B17,2025-02-04T11:42:34.500346Z,37.87824321179226,-122.37046914945269,28.42,0.73,72.36,1.565,-1.122,0.63
B17,2025-02-04T11:42:35.500346Z,37.86505774415383,-122.37694429085231,114.39,-3.57,29.56,-0.967,-1.141,-1.372
B17,2025-02-04T11:42:36.500346Z,37.860518991639886,-122.37191025409386,135.68,-0.23,319.72,-1.464,1.554,1.49
B17,2025-02-04T11:42:37.500346Z,37.864043647381074,-122.38015182202415,53.43,26.75,201.37,-1.464,1.442,-0.979
B17,2025-02-04T11:42:38.500346Z,37.871863705390524,-122.37346029212699,133.87,25.87,213.11,-1.794,1.122,0.692
B18,2025-02-04T11:40:59.500346Z,37.86117591687945,-122.3740687741759,108.82,5.93,61.72,-0.409,-0.58,-1.521
B18,2025-02-04T11:41:00.500346Z,37.87059448700785,-122.37509638327973,30.33,5.47,8.69,1.702,1.626,1.859
B18,2025-02-04T11:41:01.500346Z,37.862541710338824,-122.36807116460062,58.64,34.36,169.09,-0.342,-1.498,-1.261
B18,2025-02-04T11:41:02.500346Z,37.86619497195315,-122.38037773730896,83.07,8.96,105.42,-1.885,0.482,-0.842
B18,2025-02-04T11:41:03.500346Z,37.87315541210361,-122.37279546226203,53.92,6.39,277.76,-0.485,-0.081,1.053
B18,2025-02-04T11:41:04.500346Z,37.87032274657544,-122.36752804137711,147.93,24.95,178.39,0.27,-1.289,-1.087
B18,2025-02-04T11:41:05.500346Z,37.869738337847984,-122.36380864957843,56.68,21.57,276.83,1.927,0.03,-1.166
B18,2025-02-04T11:41:06.500346Z,37.85897604050562,-122.37175894053057,111.44,36.67,348.53,1.464,-1.724,-1.816
B18,2025-02-04T11:41:07.500346Z,37.87436926567652,-122.3731467791004,104.2,20.57,281.66,1.554,0.892,1.281
B18,2025-02-04T11:41:08.500346Z,37.87832962466802,-122.36207461752595,24.22,14.22,158.89,1.575,-0.317,1.82
B18,2025-02-04T11:41:09.500346Z,37.87073296435538,-122.38007498255547,144.55,39.37,259.97,0.566,0.923,1.823
B18,2025-02-04T11:41:10.500346Z,37.86273536733435,-122.37450067522411,112.02,-6.22,223.11,1.447,0.643,1.857
B18,2025-02-04T11:41:11.500346Z,37.874176685951525,-122.38040622892778,88.48,-4.85,334.89,-0.371,-1.632,0.781
B18,2025-02-04T11:41:12.500346Z,37.87550252677982,-122.37808809817804,136.21,38.8,316.65,-1.399,-0.844,0.162
B18,2025-02-04T11:41:13.500346Z,37.86187419108032,-122.36204898738343,115.49,1.18,335.21,1.059,-1.441,-1.223
B18,2025-02-04T11:41:14.500346Z,37.86742897287199,-122.36221087208905,113.94,16.36,351.3,0.882,-1.029,-0.665
B18,2025-02-04T11:41:15.500346Z,37.85849658091256,-122.36286801633962,12.23,-2.77,107.13,0.562,0.878,0.557
B18,2025-02-04T11:41:16.500346Z,37.860032762118166,-122.37914489610434,134.88,35.67,244.56,0.207,1.264,-1.97
B18,2025-02-04T11:41:17.500346Z,37.87457996909,-122.36532301971364,85.09,-5.4,212.62,-0.975,0.728,-0.23
B18,2025-02-04T11:41:18.500346Z,37.871308272834845,-122.37701662563768,116.57,-8.13,300.96,-1.875,1.494,-0.286
B18,2025-02-04T11:41:19.500346Z,37.874015134682864,-122.37055167616307,68.03,27.43,333.82,0.651,-0.9,1.943
B18,2025-02-04T11:41:20.500346Z,37.87763900098559,-122.36738998651644,61.46,16.54,358.94,-0.086,-1.024,-1.006
B18,2025-02-04T11:41:21.500346Z,37.872264688935644,-122.3635515304382,31.97,17.13,125.29,1.314,-0.782,-1.159
B18,2025-02-04T11:41:22.500346Z,37.877857942501784,-122.36589615801915,100.29,37.2,17.82,-0.753,-0.811,-0.123
B18,2025-02-04T11:41:23.500346Z,37.87787109498505,-122.36651711958703,81.28,-8.17,15.41,-0.056,-0.444,1.013
B18,2025-02-04T11:41:24.500346Z,37.87814860044135,-122.37957202595548,83.62,-2.53,179.34,1.217,0.679,-0.398
B18,2025-02-04T11:41:25.500346Z,37.86678816564579,-122.36546965382993,90.23,29.37,83.17,1.884,-1.517,0.892
B18,2025-02-04T11:41:26.500346Z,37.85932361742115,-122.37609094468675,14.35,12.15,147.13,-1.333,1.329,-0.93
B18,2025-02-04T11:41:27.500346Z,37.87063257036221,-122.37870030093461,67.41,6.96,153.68,1.311,1.663,0.512
B18,2025-02-04T11:41:28.500346Z,37.861009480101416,-122.3674045712509,62.44,20.5,221.2,1.076,0.549,0.726
B18,2025-02-04T11:41:29.500346Z,37.863976572904996,-122.37059468173624,82.04,10.27,51.89,-1.593,0.744,-1.419
B18,2025-02-04T11:41:30.500346Z,37.86735703962969,-122.36524105874574,132.13,1.71,27.54,-0.45,-1.783,1.514
B18,2025-02-04T11:41:31.500346Z,37.85914725171953,-122.37684186882647,91.82,-7.33,97.28,-0.583,-0.247,0.302
B18,2025-02-04T11:41:32.500346Z,37.87812305195596,-122.37572439342918,15.96,20.16,106.92,0.258,0.803,-1.811
B18,2025-02-04T11:41:33.500346Z,37.87055502148195,-122.37151353458316,131.89,14.34,337.72,-1.102,0.931,0.853
B18,2025-02-04T11:41:34.500346Z,37.87154711473049,-122.38019365256407,146.27,7.49,201.38,1.63,-0.7,-1.399
B18,2025-02-04T11:41:35.500346Z,37.859391756959795,-122.3621913035226,119.48,20.29,168.57,-1.961,-1.917,1.621
B18,2025-02-04T11:41:36.500346Z,37.867260777881214,-122.38049783704541,132.12,36.34,100.42,-1.409,-1.903,1.304
B18,2025-02-04T11:41:37.500346Z,37.86186714728424,-122.3661166188933,72.71,24.0,209.89,1.437,-1.546,1.691
B18,2025-02-04T11:41:38.500346Z,37.876360962972534,-122.37658811122826,72.51,-7.41,135.45,0.69,-0.319,-1.365
B18,2025-02-04T11:41:39.500346Z,37.871422952909754,-122.37606517032566,133.57,24.52,8.35,-0.224,0.007,1.951
